|
CPS Daily Performance|
4/15/2020|
Week 16|
1122028|255.90%
1422028|241.18%
942189|236.83%
611529|208.11%
1704929|205.88%
1061058|197.26%
1697362|189.32%
1484551|186.65%
1329725|173.32%
1686685|172.54%
648895|153.71%
1794314|143.68%
1295978|142.31%
1423592|139.13%
1445720|139.12%
1430960|129.97%
1538152|129.18%
1391580|122.88%
1597785|122.76%
1596853|122.09%
1776896|120.56%
942187|114.54%
1132076|85.32%
