PartNumber,Description,Quantity,Location
58176_6,Toothed Belt 100ATL10 NT 100ATL10 PAZ,0,Unassigned
58176_7,Toothed Belt 100ATL10 NT 100ATL10 PAZ,0,Unassigned
58176_8,Toothed Belt 100ATL10 NT 100ATL10 PAZ,0,Unassigned
58176_9,Toothed Belt 100ATL10 NT 100ATL10 PAZ,0,Unassigned
58703,,0,Unassigned
58708,Threaded Bolt M 12 M_12 X 100 (used for motor assembly lowering/raising),3,Unassigned
59336,"Spacer 50 X 57 X 9,7 50 X 57 X 9,7",0,Unassigned
59776,"SLC Belt
Repack Workstation 30AT5/ 2475 -PAZ-V
Tooth belt 30AT5/2475 NT-V endless",8,Unassigned
59844,"V1 Bumper Monitoring Proximity Switch NBB2-12GM60-A2-V1, prox",4,Unassigned
59859,adg.Redirection Lifting Drive lift pulley/ flat shaft,2,Unassigned
6000758,DRIVE SHAFT non sap RD 50,1,Unassigned
6000761,V-BELT DISK M. BORDSCH. VERSCHR. non sap ZS 66 AT 10 32,2,Unassigned
6000784,V-BELT DISK M. BORDSCH. VERSCHR. non sap ZS 66 AT10 32,6,Unassigned
6000792,BEARING SHAFT non sap RD 45,2,Unassigned
6000813,BELT TENSION ADJUSTER non sap M 12,2,Unassigned
6000849,GUIDE SHAFT non sap 40,2,Unassigned
6000855,HANDLE non sap BI 50,4,Unassigned
6000856,HANDLE non sap BI 30,4,Unassigned
6001376,CLAMPING PLATE FOR BELTS AT 10 non sap 75X15X1000,4,Unassigned
6001428,BOLT non sap RD 15,2,Unassigned
6001428_2,BOLT RD 50,0,Unassigned
6001582,CHAIN TENSIONER cHAIN,1,Unassigned
6001982 Pos. 11,DRIVE UNIT DRIVE UNIT,0,Unassigned
6002153,GUIDE SHAFT non sap 40,1,Unassigned
6002169,ROCKSHAFT non sap RD 35,1,Unassigned
6002281,"CHAIN CLUTCH non sap 10B-1, Z=18, D=30",1,Unassigned
6002319,MOTOR SHAFT RD 45,1,Unassigned
6002391,"Sensor Reflector Mount
Gephardt Loading Station SENSOR OWNER",1,Unassigned
6002680,TRIP CAM non sap CAM,2,Unassigned
6007302,DOS-1204-G M12 cable receptacle 4pol. 6007302,140,Unassigned
6007303,DOS-1204-W M12 cable receptacle 4pol. 6007303,43,Unassigned
6007902,BEARING SHAFT RD 45,0,Unassigned
6009437,DOS-1804-W M18 cable receptacle 4pol. 6009437,1,Unassigned
6009720,DOS-1205-W M12 cable receptacle 5pol. 6009720,1,Unassigned
60-100A,"Bus Rail connector
60-100 A Bus Rail connector
60-100 A",41,Unassigned
60144,"Hub,Rotex GS28 shaft ID=28mm Key=8mm GS28 (1/2 coupling is one each) Smaller Size",7,Unassigned
60175,NBN8-18GM60-A2-V1-Y Induktiv.Sensor NBN8-18GM60-A2-V1 BIS-28°,6,Unassigned
6020872,M12 contact box 8-pole straight 6020872,12,Unassigned
60569,Chain Link 06B-1 63P CHAIN LINK 06B 1 63P,4,Unassigned
6083,"SPLINT non sap 3,2X25",4,Unassigned
611390,"Pressure Spring DIN 17223 D-283A-10 DIN 17223 D-283A-10
Flyer chain spring",5,Unassigned
61230,Brake Friction Grip 80 SHORE A,12,Unassigned
61437,Device Spark Plug Z801 wire,0,Unassigned
61536,Joint Socket CF 10 M10 CF 10 M10,2,Unassigned
61537,Joint Socket CFL 10 M10 CFL 10 M10,1,Unassigned
61584,DGS60-G4A00050 Inkremental encoder DG-60-LWSR24/50,4,Unassigned
61587,Bearing 51115,2,Unassigned
62750,Clamping Set 25 X 55 TLK 134 25x55,19,Unassigned
63010,"COMPRESSION SPRING spring, blocking device",18,Unassigned
63306,M6-1.0 Black Neoprene Well Nut/ QTY. 25 Per Package Box Nut M6 (Blocking Device DPS Rubber Stopper),0,Unassigned
63306_2,Box Nut M6 (Blocking Device DPS Rubber Stopper) M6-D-1420,0,Unassigned
63505,Roller 50 EL=271 IG.M8 Spielfr. 50 X 1.5 KL EL=271,1,Unassigned
63588 L=6M,"Slide rail f. VW L=6m 13wk dlv., Tcart rails",1,Unassigned
63725,SLC Belt 30AT5/2935 NT-V Tooth Belt 30AT5/2935 NT-V,4,Unassigned
64003,Sliding bushing GFM-2023-07 SLIDE BEARING,6,Unassigned
65672,Roller 50 EL=167 IG.M8 Spielfr. 50 EL=167 IG.M8,1,Unassigned
65674,Roller 50 EL=237 IG.M8 Spielfr. 50 EL=237 IG.M8,1,Unassigned
67120,Pedestal Bearing UCP 217 UCP 217,1,Unassigned
67536,Roller 60 KPL PAS pop up roller for tote conveyors,8,Unassigned
68116,Round BELT 5 MM ROT LF=390 ENDLOS VERSCHWEISST,37,Unassigned
6841,Silencer U-1/8-B,1,Unassigned
6842,Silencer U-1/4-B,0,Unassigned
68939,TENSION SPRING Accumulator return spring. Ext. Spring 0.45 X 10.15X 34.0,37,Unassigned
69055,"SAFTETY STRAP PURPLE non sap
1000 KILO. SAFTEY STRAP PURPLE
1000 KILO.",0,Unassigned
69710,Axle PH AXLE,1,Unassigned
69762,Terminal Box RBG,1,Unassigned
6ES5_304-3UB11,INTERFACE CONNECTION non sap 6ES5_304-3UB11,3,Unassigned
6ES5_314-3UA11,interface connection 6ES5_314-3UA11,3,Unassigned
6ES5_700-3LA12,MOUNTING RACK non sap 6ES5_700-3LA12,0,Unassigned
6ES5_701-3LA13,MOUNTING RACK non sap 6ES5_701-3LA13,2,Unassigned
6ES5_752-OLA42,INTERFACE MODULE non sap 6ES5_752-OLA42,1,Unassigned
6ES5_981-OHA11,"FAN SUBASSEMBLY
CVS CAP EX 6ES5_981-OHA11",0,Unassigned
6ES5491-0LD11,ADAPTION CASING ADAPTION CASING,1,Unassigned
6ES5945-7UA23,abg.central unit 115U 6ES5_945-7UA23,0,Unassigned
6ES5951-7LD21,"power supply f. 115U
CVS CAP EX 6ES5_951-7LD21",0,Unassigned
6ES5980-0AE11,abg.back-up battery small 6ES5_980-OAE11,0,Unassigned
6ES7 312-5BD01-0AB0,CENTRAL PROCESSING UNIT non sap 6ES7 312-5BD01-0AB0,1,Unassigned
6ES7 313-5BF03-0AB0,"Central unit 6ES7 313-5BF03-0AB0
CVS CAP EX 6ES7 313-5BF03-0AB0",1,Unassigned
6ES7 953-8LF00-0AA0,MEMORY CARD non sap 6ES7 953-8LF00-0AA0,2,Unassigned
6ES7312-5BE03-0AB0,central unit CPU 312C 6ES7312-5BE03-0AB0,1,Unassigned
70006187,Safety Housing Safety lockout sleeve,1,Unassigned
70516,"TGW Chain Conveyor Tension Dial CLAMPING GRASP
TGW Chain Conveyor 4-Ball Socket  Tensioner Dial",0,Unassigned
71000403,Wipers/ Brass L 1.12 Strapper head part,4,Unassigned
71000404,Wipers/ Brass L 20.18 strapper head part,8,Unassigned
71004929,Tapered Pressure Spring conical spring 25mm base,9,Unassigned
71007522,Rotor  clutch 06.03.110 06.03.110,1,Unassigned
71007523,Rotor part grinded surface 06.02.010.400 06.02.010.4009,1,Unassigned
71008564,Pressure spring d-206 e,2,Unassigned
71014905,Pressure spring D-124 D-124,0,Unassigned
71016295,Compression spring6.30x50.00x115.00x5.50,0,Unassigned
71016394,Magnet part brake 06.02.110  24V 06.02.110 24V,1,Unassigned
71017801,CORNER PIECE 210 X 210,0,Unassigned
71017883,FLAP non sap 1-300 MM,2,Unassigned
71019870,Pressure Spring spring for strapper to return totes after strapped.,3,Unassigned
71020932,CORNER PIECE non sap 160 X 160,0,Unassigned
71021284,Tooth belt,1,Unassigned
71023379,Counter sunk screw 15.1.6 diag. Use with 72003376 inductive switch.,0,Unassigned
71029634,Axis for counter roller ,2,Unassigned
71029647,Spacer,1,Unassigned
71029648,Counterwheel 9-16mm ,3,Unassigned
71029668,PART OF STRAP GUIDE non sap 130 MM,1,Unassigned
71031967,Tension spring 3.20x28.20x118.00 1.1200,2,Unassigned
71033617,Combined needles roller bearing RAX 712 ,4,Unassigned
71033618,Counter disc CP 21226 ,4,Unassigned
71033641,Hexagonal Nut Nut for turn buckle / strapper head 10.9,1,Unassigned
71035310,Ribbed belt pulley,1,Unassigned
71035325,Washer for strapper guide 50.5 Diag. Zentrierscheibe,0,Unassigned
71035339,Support f. strap guide Halter fur Bandfuhrung,2,Unassigned
71035340,Strap guide tube Bandfuhrungsrohr,2,Unassigned
71035342,Guide piece guide for strap.,2,Unassigned
71035352,Optibelt Super Tx-M=S V-Belt XPZ 1000 LW,0,Unassigned
71035353,V-belt 10x6x500 LI 10 X 6 X 500 LI,2,Unassigned
71035354,Toothed Belt 290 XL 037,2,Unassigned
71035354_2,TOOTHED BELT TOOTHED BELT,0,Unassigned
71035390,Magnet Part magnetic clutch for strapper.,0,Unassigned
71035391,Rotor ( Strapper Head ) 07.03.000-1877,2,Unassigned
71035392,Rotor Part 07.02.010-1877,2,Unassigned
71036123,Flap Left,1,Unassigned
71036127,Flap Right,1,Unassigned
71038218,SUPPORT FOR STRAP GUIDE non sap SUPPORT FOR STRAP GUIDE,0,Unassigned
71038219,FLAP SPECIAL non sap 250 MM,0,Unassigned
71038220,FLAP SPECIAL non sap 150 MM,0,Unassigned
71038221,FLAP SPECIAL 85 MM,2,Unassigned
71040710,Tension spring z-139X,2,Unassigned
71043418,"kugelgestrahlt Tension spring Z-130FX,",2,Unassigned
71043422,V-belt Optibelt XPZ-975M=S 968-972mm,1,Unassigned
71043497,Flap Left,1,Unassigned
71043498,Flap Right,1,Unassigned
71045536,buffer disc,0,Unassigned
71047316,Tension Spring,2,Unassigned
71047353,Threaded Coupling turn buckle / strapper head 10.4,1,Unassigned
71050025,"Electro-magnetic clutch cpl. Complete w bearings.
CVS CAP EX Bearings and clutch inside strapper.",1,Unassigned
71054770,Connecting rod cpl. acc. drawing,0,Unassigned
71054787,Pressure Spring taper springs for strapper.,13,Unassigned
71057329,Welded Base Bolt ,1,Unassigned
71057331,"Driving Pinion w/ Flange p=1"", z=12,",1,Unassigned
71057928,"Sealer head complete CFH-1 9/16 2,9 m/s
CVS CAP EX STRAPPER",0,Unassigned
71060952,Bolt connection Shaft Coupler strapper,2,Unassigned
71060953,Driving Shaft for Lift ,0,Unassigned
71066,Impeller+Console F.Stroke LEFT,1,Unassigned
71066109,Tension spring 0.70x5.00x24.00,0,Unassigned
71066111,Tension spring Z-026I,0,Unassigned
71067,Impeller+Console F.Stroke RIGHT,1,Unassigned
71068,Impeller 150 + Eccentric Bolt 150  ECCENTRIC BOLT,0,Unassigned
71071175,Flap L=70,2,Unassigned
71071522,Flap L=120,1,Unassigned
71071530,Flap L=155 flaps / turn table for strapper,2,Unassigned
71071530_2,FLAP 155 I  FUNNEL,0,Unassigned
71071577,Flap L=54,3,Unassigned
71071600,Flap L=100,6,Unassigned
7107883,SENSOR non sap SENSOR,0,Unassigned
71083004,Insertion clamp 2 (V80QS3),1,Unassigned
71084466,Clamp,1,Unassigned
71084473,Cylindrical pin ISO 8734 - 3 x 28 - A,0,Unassigned
71090502,"Needle rollers NRB 3,5 x 15,8 G2_0-10",0,Unassigned
71102561,Rubber buffer Shore 75 30x40-M8,0,Unassigned
71102743,Belt pulley acc. drawing,0,Unassigned
71423,"MKSH 8 BA70E-F i=7.5 Gearbox
CVS CAP EX MKSH 8 BA70",0,Unassigned
71644,Rotex Clutch Hub GS 9 ALU-H 2.0-D10 X 10,0,Unassigned
71646,SPUR RING GS 9,1,Unassigned
71857,Strap Wheel 120 with Shaft ,1,Unassigned
71860,Belt Pulley 75 ,6,Unassigned
71863,BELT PULLEY 58  WITH AXLE,2,Unassigned
71999332,Aggregate CFH 1 (type 916) Strapping Head Complete.,0,Unassigned
72003269,CAP SCREW no sap M5X50 ISO4762-8.8 ZN,0,Unassigned
72003376,"PROXIMITY SWITCH Inductive switch, 15.1.5 diag. MINI.(IND.) 922LC1",1,Unassigned
72003376_2,Inductive switch 15.1.5 daig.for strapper head,0,Unassigned
72003665,"Retaining Ring 55x2, DIN472-Zn ",3,Unassigned
72005627,Socket XZC-P1340-L2,1,Unassigned
72008394,Proxmitiy Switch Ind. XS1-N12PA349D XS1-N12PA349D,1,Unassigned
72011401,Light barrier WL27-2F430 WL27-2F430,2,Unassigned
72014562,"Fuse ATDR2 Class CC 2A 600V 
ATQR2 10X38",6,Unassigned
72014563,"FUSE LP-CC-4 non sap 4A 600V 
ATQR4 10X38",7,Unassigned
72014564,"Fuse ATDR15 Class CC 15A 600V 
ATQR15 10X38",8,Unassigned
72014917,Limit switch ZCP21M12/ZCE01/ZCY25 LIMIT SWITCH,2,Unassigned
72014973,Limit switch ZCP21M12/ZCE02 LIMIT SWITCH,3,Unassigned
72014973_2,Limit switch ZCP21M12/ZCE02 ZCP21M12/ZCE02,1,Unassigned
72015079,"Fuse ATQR6 Class CC 6A 600V
ATQR6 10X38",2,Unassigned
72016856,Emerg. Off Relais PSR-SCP-24VDC PSR-SCP-24DC/ESM4/2X1/1X2 ( 2963718 ),0,Unassigned
72018104 72005627,Socket and Cable EVC005 Socket and Cable EVC005,1,Unassigned
72674,Ext. Spring 0.8 X 7.1 X 19.2 0.8 X 7.1 X 19.2,2,Unassigned
72731,"PKZM0-0,25 motor protection PKZM_0-0.25",2,Unassigned
72732,"PKZM0-0,4 motor protection PKZM_0-0.4",8,Unassigned
72733,"PKZM0-0,63 motor protection PKZM_0-0.63",1,Unassigned
72734,PKZM0-1 motor protection PKZM_0-1,10,Unassigned
72737,PKZM0-4 motor protection PKZM_0-4,9,Unassigned
72738,"PKZM0-6,3 motor protection PKZM_0-6.3",4,Unassigned
72899,"Collector KST 55 PE KST 55PE, 4M, 6MM2",0,Unassigned
73021098,Flange For Brake 06.02.120 KPL.,1,Unassigned
73025115,Locking grip M24-LH strapper roll tensioning nut,0,Unassigned
73025116,strapper threaded shaft. shaft that holds strap roll for feeding,2,Unassigned
73732,ROUND Green BELT 5MM RT 75,21,Unassigned
74297,GAS SHOCK AM8/BM8-500N HUB:103MM Typ 16-4-143-106,16,Unassigned
74581,Inflow key left cpl.,0,Unassigned
74583,Tote Conveyor Guide Rail Flexible Coupler (TGW) Profile Connector Moveable Cpl,5,Unassigned
74586,Profile Connector Rigid,10,Unassigned
74621,Pulley Compl. CPL.,30,Unassigned
74622,Angle Bracket For Deflection BRACKET for end cap roller tote belt conveyors,20,Unassigned
74623,"Reflector 20 X 40 20 X 40, white",143,Unassigned
74639,Round Green Belt 5MM RT 100 5MM RT 100,12,Unassigned
75080,Adjupcing Set Tlk 134 50 X 80 TLK 134 50 X 80,2,Unassigned
75218,Belt Pulley 60 With Axle ,16,Unassigned
75220,"Reflector Support w/ reflector , White",113,Unassigned
75545,Roller 50X1.5 KL EL=420 IG.M8 50X1.5 KL EL=420 IG.M8,2,Unassigned
75546,Roller 50X 1.5 KL EL=620 IG.M8 50X 1.5 KL EL=620 IG.M8,3,Unassigned
75547,Roller 50X 1.5 KL EL=820 IG.M8 50 X 1.5 KL EL=820 IG.M8,3,Unassigned
75773,Drive Wheel For Taper Lock 160 160,0,Unassigned
75781,Guidance/Tensioning Pulley 62 TENSIONING PULLEY 62,1,Unassigned
75782,Ret.Tension Pulley 62 Compl. 62 COMPL.,3,Unassigned
75870,"Speed Roll 116, L=600 NB=620",1,Unassigned
75874,"Sprocket 3/8"" Z=17 with axis",3,Unassigned
75912,Roller 50X1.5 KL L=420 SK.11 50X1.5 KL L=420 SK.11,93,Unassigned
75913,Roller 50X1.5 KL L=620 SK.11 50X1.5 KL L=620 SK.11,36,Unassigned
75914,Roller 50/54 rubber EL=420 SK.11 Rooler 50/54 Gummi (Rubber)EL=420 SK11,15,Unassigned
75918,Head piece deflection 62 cpl. left,1,Unassigned
75919,Head piece deflection 62 cpl. right,1,Unassigned
75937,Roller 50 KLST CPL EL=420 50 KLST KPL EL=420,0,Unassigned
75938,Roller 50 KLST Compl. EL=620 50 KLST KPL       EL=620,0,Unassigned
75966,Intermediate Roller 25 ST/GL 25 ST/GL,1,Unassigned
75967,Intermediate Roller 25ST/GL EL=620EL=620 25 ST/GL,48,Unassigned
75972,SLC Belt End Roller Complete Guidance With Holder,19,Unassigned
75973,Press Roll Complete WITH OWNER,0,Unassigned
75982,Tooth Belt Powergrip GT2 960-8MGT-50 960-8MGT-50,3,Unassigned
75990,Roller 50X1.5 KL EL=420 Slot 50X1.5 KL EL=420 RILLE,89,Unassigned
75991,Roller 50X1.5 KL L=620 Groove 50X1.5 KL L=620 GROOVE,31,Unassigned
75992,"Roller 50X1.5 KL EL=820 Rille 50X1,5 KL EL=820 GROOVE",1,Unassigned
75994,Roller 50/54 Gumm. EL=620 Rill 50/54 GUMM. EL=620 RILL,1,Unassigned
75996,Roller 50 KLST RT75 KPL EL=420 50 KLST RT75 KPL EL=420,0,Unassigned
76002,Roller 50 KLST RT100 CPL EL420 50 KLST RT100 CPL EL=420,0,Unassigned
76089,"3/2 Ski Selector Valve NO1,0 VALVE 24V DC",7,Unassigned
76090,Roller 50 KLST IGM8 COMPLETE 50 KLST IGM8 COMPLETE,0,Unassigned
76091,Roller 50 KLST IGM8 KPL NB=620 50 KLST IGM8 KPL NB=620,0,Unassigned
76143,Sliding Element Twister TWISTER ( Small Blue Slide ),40,Unassigned
76197,Conical Roller NB=420 Cpl. NB=420 COMPLETE,0,Unassigned
76198,Conical Roller NB=620 Cpl. NB=620 CPL.,6,Unassigned
76244,Drive Pulley 160 Complete 160 CPL.,1,Unassigned
76245,Drive Roller 160 Kpl. NB=620 160 CPL. NB=620,2,Unassigned
76276,Press Roll Compl. With Bracket WITH OWNER,7,Unassigned
76405,V-Belt XPZ562 XPZ 562 LD M=S,0,Unassigned
76454,"Conveyor Belt Adhaesiv, GB=360 ADHAESIV GB=360 L=1600",1,Unassigned
76454_2,"Conveyor Belt Adhaesiv, GB=360 ADHAESIV GB=360 L=1910",1,Unassigned
76454_3,"Conveyor Belt Adhaesiv, GB=360 ADHAESIV GB=360 L=1518",1,Unassigned
76454_4,"Conveyor Belt Adhaesiv, GB=360 ADHAESIV GB=360 L=2786",1,Unassigned
76455,Belt F.Conv.Groov.Along BW=360 ADHAESIV GB=360 L=8382,1,Unassigned
76455_2,Belt F.Conv.Groov.Along BW=360 ADHAESIV GB=360 L=7374,1,Unassigned
76455_3,Belt F.Conv.Groov.Along BW=360 ADHAESIV GB=360 L=1660,1,Unassigned
76455_4,Belt F.Conv.Groov.Along BW=360 ADHAESIV GB=360 L=6334,1,Unassigned
76455_5,BELT ADHAESIV GB=360 L=6172,1,Unassigned
76455_6,BELT ADHAESIV GB=360 L=10770,0,Unassigned
76455_7,Belt F.Conv.Groov.Along BW=360 ADHAESIV GB=360 L=7180,1,Unassigned
76525+,Puncture pin collar cpl. ,3,Unassigned
76553,"Guidance F. Belt D=155, Z=49 GUIDENCE F. BELT D=155 Z=49",2,Unassigned
76578,Conveyor Belt Plain ADH. BW=560 ADHAESIV GB=560 L=33320,1,Unassigned
76578_2,Conveyor Belt Plain ADH. BW=560 ADHAESIV GB=560 L=1660,1,Unassigned
76578_3,Conveyor Belt Plain ADH. BW=560 ADHAESIV GB=560 L=1518,1,Unassigned
76580,Conveyor Belt Groov.Along BW=560 ADHAESIV GB=560 L=7904,1,Unassigned
76580_2,Conveyor Belt Groov.Along BW=560 ADHAESIV GB=560 L=8204,1,Unassigned
76580_3,"Tote Conveyor Belt 
Overhead Conveyor Conveyor belt E8/2U0/V15/LG Schwarz
Length: 24034mm
Width: 560mm
Position: 07_01.23 Overhead Conveyor",24034,Unassigned
76644,Roller 50 EL= 74 KL M.A. Verz. 50 EL= 74 KL M.A.,3,Unassigned
76930,Speed Roller Drive Chain ROLLER CHAIN 06B-1 71 LINKS,4,Unassigned
77195,Roller 25X1 GLST EL=620 Groove=502 Roller 25 x 1 GLST EL=620 Rille,11,Unassigned
77204,Roller 25 GLST KPL EL=420 RILL,26,Unassigned
77205,Roller 25 GLPC KPL EL=620 Rill 25 GLPC KPL EL=620 RILL,0,Unassigned
774735,SAFETY RELAY PNOZ_X4/115V_AC,3,Unassigned
77774,"Stopper Flap With Roller 25,0 MM",4,Unassigned
77775,"End Flap With Roller NB=620 25,0 MM",3,Unassigned
78000,Auxiliary Roller Kpl CPL.,7,Unassigned
780016,"VKS 10-7/140-6 HS POWERRAIL, 6M MPS BUSRAIL, DO NOT ORDER, CVS ITEM",1,Unassigned
780286,"VKS 10-9/140-6 HS POWERRAIL, 6M DPS BUSRAIL, DO NOT ORDER, CVS ITEM",0,Unassigned
78084,"Axle D=15 2xM8 L=185 PH L1=170,1 OMEGA DRIVE (Jump Protection assembly)",2,Unassigned
78085,Press Roller D=40 L=150 PA OMEGA DRIVE (Jump Protection Assm Part),2,Unassigned
78210,"Pushing Cam Cpl.Leve De Expulcion Compl. Pusher cam, Green block, 2 piece = 1 complete",10,Unassigned
78308,Switching FLAP RE NB420 SL600KPL RI. NB420,0,Unassigned
78309,Switching Flap Left NB420 SL600KPL LE. NB420,0,Unassigned
78310,Switch Flap RI. NB620 SL400KPL RI. NB620,0,Unassigned
78311,Switching Flap Left NB620 SL400KPL NB620 SL400,0,Unassigned
78825,Slide Bearing MCM-10-03 MCM-10-03,0,Unassigned
78866,Roller 50 KLST IGM8 Complete 50 KLST IGM8 COMPL.,0,Unassigned
78888,Extension cable for KBR CBU L=1m Double plug for pairing CBUs,2,Unassigned
79114,Press Roller Holder Complete W. BRACKET,11,Unassigned
79463,Pressure Roller D=30 Steel BOMBIERT,2,Unassigned
79659,Round Green Belt 5MM RT 65 5MM RT 65,83,Unassigned
79866 77092_2,NBN4-12GM60-A2-V1 inductive sensor switch,0,Unassigned
80166,Cable Strap Holder FTH-15-01 HOLDER CABLE BRACKET,4,Unassigned
80489715,energy chain,0,Unassigned
80976,Roll 30 Typ 60RS-30STI-A10IGM6 30 L=420 TYP 60RS-30STI-,1,Unassigned
80977,Roller 30 L=620 60RS-30STI-A10IGM6 30 L=620,1,Unassigned
80978,"Roller 30 L=820 60RS-30STI-A10IGM6 ROLLER 30 L=850
TYP 60RS-30STI-A10IGM6",2,Unassigned
812307350000,"Drive Shaft Knurled Drive Roller, Logopak",0,Unassigned
81260,Return Pulley Ø300 580 051,1,Unassigned
8133255,MOTOR VOLTAGE REACTOR HD001,1,Unassigned
81460,Shaft fixing RFM F. SHAFT RFM,39,Unassigned
820-00060-0003,Bearing holder p. 80x70x10 Maindrive w B Front plate #17 diagram,0,Unassigned
82031,Overdrive wheel with spring pressure bracket,1,Unassigned
82100100,Deflection Roller Deflection Roller,2,Unassigned
821-00100-0000,"Deflection roller, d=15mm, l=121,2mm Brass rollers",0,Unassigned
82102110,Distance Roller Distance Roller,0,Unassigned
82134400000,BEARING SEAL BEARING SEAL,0,Unassigned
82317440,BEARING SEAT non sap BEARING SEAT,0,Unassigned
828046400000,"ROUNDBELT, REWINDING non sap 4x640",1,Unassigned
828064300000,"ROUNDBELT, REWINDING non sap 6x430",1,Unassigned
83004,Pressure Unit For Kbr-Roller FOR KBR-ROLLER,12,Unassigned
83315,NBN4-12GM40-E2-V1 Induktive Sensor NBN4-12GM40-E2-V1,4,Unassigned
84284,PROXIMITY SENSOR PROXIMITY SENSOR,0,Unassigned
84284_2,PROXIMITY SENSOR PROXIMITY SENSOR,0,Unassigned
84284_3,PROXIMITY SENSOR PROXIMITY SENSOR,0,Unassigned
84507,NJ15+U1+A2 inductive sensor NJ15+U1+A2,6,Unassigned
84786,Switch Flap  Re. NB=420 L=397 RIGHT NB=420 L=397,10,Unassigned
84787,Switch-Flap Left NB=420 L=397 LEFT NB=420 L=397,27,Unassigned
84788,Switch-Flap Right NB=620 L=597 RIGHT NB=620 L=597,17,Unassigned
84789,Switch Flap Left NB=620 L=597 LEFT NB=620 L=597,4,Unassigned
85934,Accumulation Modul Coupling MODULCOUPLING,0,Unassigned
86053,420mm CBU 60 KLST WITH GROOVE EL=42,0,Unassigned
86604,CS-Bearing Flange Fixed Bear BEARING,1,Unassigned
86626,CS-Bearing Flange Floating Bea BEARING,1,Unassigned
87173003,Steute Foot Switch (2 pedal) Steute Foot Switch,1,Unassigned
87264,"Return Pulley 5/8"" Z Lift red rollers DEVIATION WHEEL CPL B=40",4,Unassigned
87768,SWITCH - PROXIMITY NBN4-12GM50-E2-V1,6,Unassigned
8800020,Cabinet door Hinge TS hinge - door 130 °,3,Unassigned
8800040,"Cabinet door latch, Catch, Order 1 = 4 pc. TS Verschlussteile, -rahmen VE=4 pc.",1,Unassigned
88192,Roller 30X1.2 KL EL=765 IG.M5 30x1.2 KL EL=765,8,Unassigned
88234,Roller D=28 CPL. 90 Shore A D=28 CPL. 90 SHORE A,3,Unassigned
88610,Roller 50 X 1.5 KL EL=765 GROO Roller 50 x 1.5 KL EL=765 Rille,3,Unassigned
88935,"Gas-Pressurized Spring Typ 16-4-143-105n
shock AM8/BM8-100N HUB:103MM",11,Unassigned
89156,Spring Piston Typ 8/19 0200 Spring Piston Typ 8/19 0200,3,Unassigned
89415,Roundstrap 5 MM L=418 Polycord 5MM RT 150,19,Unassigned
89853,"Roller 100 With Bearing ARC turn around roller, plastic",6,Unassigned
900275,"Tote Conveyor Belt 
Overhead Conveyor=23,320 Conveyor belt E8/2U0/V15/LG Schwarz
Length: 23,320mm
Width: 560mm
Position: 07_01.23 Overhead Conveyor",1,Unassigned
90563,"Wheel 350x100 no shaft, bearings plain wheel only (do not order, refer to 96182",0,Unassigned
90692,ROLLER non sap 50x1.5 el=420,5,Unassigned
90813,Traffic Jam Unit KBR KLST KBR KLST,0,Unassigned
91064,Shaft 1 C/Z Conveyor DEVIATION SHAFT COMPLETE Z LIFT,0,Unassigned
91269,Chain Body KAS NB420 N REV. KAS NB 420 N,3,Unassigned
91282,Chain Configuration KAS NB620 KAS NB620,2,Unassigned
91294,Chain Body KAS NB420 SCH. N KAS NB 420 SCH. N,1,Unassigned
91312,Chain Body  KAS NB620 SCH. N KAS NB620,1,Unassigned
91332,Chain Body KAS NB620 N KAS NB620 N,1,Unassigned
91336,Chain Body KAS NB620 SCH. N KAS NB620 SCH. N,0,Unassigned
91716,Chain Configuration KUS KUS NB420 N,1,Unassigned
91722,Chain Configuration KUS KUS NB420 SCH. N,1,Unassigned
91739,Chain Configuration KUS NB420 N KUS NB420 N BA=195,1,Unassigned
91743,Chain Configuration KUS NB420 SCH. N KUS NB420 SCH. N,1,Unassigned
91906,Chain Configuration KUS NB620 KUS NB620 N,2,Unassigned
91909,Chain Configuration KUS NB620 KUS NB620 SCH. N,4,Unassigned
92265,SLC Belt Tote Erector Toothed Belt 30AT5/ 2535 -PAZ-V,6,Unassigned
92524,Roller ULS-162x82x175-53-FL1244-SF ULS-162X82X175-53-FL1244-,1,Unassigned
92525+,Roller ULR-15-53-22-(FL1244)-cpl. Lower chain deviation roller,8,Unassigned
9-343,"Button and Green Cover, Green Push Button CONTROL DESK GREEN SWITCH
1.30.070.571/0000 pushbutton green",27,Unassigned
94376,"Eccentric Bolt Collar for
Guide Wheels Washer Disc SW41
Mustang and Magnus",4,Unassigned
94605,SM-Shifter shaft w. chain wheel DIN1481 PALLET STACKER SHAFT WITH SPROCKET,3,Unassigned
94855,Track Wheel 80 With Shaft Ecc. Crane Lft tables,10,Unassigned
950793106,CIRCUIT BREAKER non sap FAZ_R10 ?,14,Unassigned
954522,"TRANSFORMER non sap STI0,5(500/110)",2,Unassigned
95928,mustang lift carriage guide wheels collar,0,Unassigned
95998,Connection Element Typ KMA Cat track,1,Unassigned
96182,"350 RUNNING WHEEL
Eccentric Shaft DPS MUSTANG RUNNING WHEEL 
Track Wheel 350 With Shaft (Vulkolan)
eccentric shaft , bearings",5,Unassigned
96574,Sliding Bearing GFM-5055-40 GFM-5055-40,2,Unassigned
9663,NUT M10,0,Unassigned
98352,Roller Chain 12B-1 X198 Links 12B-1 X198LINKS,0,Unassigned
98764,Cup for brush RFM belt box dust box,1,Unassigned
